N_PMUT,Frequency_MHz,Amplitude_R_mean,Amplitude_R_std,Phase_deg_mean,Phase_deg_std
1,0.235626573,0.7004723333333334,6.981642595648589e-05,0.00502391,1.246744961890737e-05
1,0.23638700899999998,0.700488,5.467174773139415e-05,0.004963556666666666,1.228325011278942e-05
1,0.2371499,0.7004929999999999,5.461684721767735e-05,0.004902340000000001,1.413614869757667e-05
1,0.23791525200000002,0.7004976666666667,7.176582287780888e-05,0.004842699999999999,1.245336500709698e-05
1,0.23868307500000002,0.7004933333333333,5.918051481135086e-05,0.004781313333333333,1.331401642380407e-05
1,0.239453375,0.7005123333333333,5.742241142038025e-05,0.00472202,1.336537691200655e-05
1,0.24022616200000002,0.7005173333333333,5.089531740085922e-05,0.004661633333333333,1.192817812297121e-05
1,0.241001442,0.7005193333333333,4.923751956924308e-05,0.004601663333333333,1.292483784553322e-05
1,0.24177922500000001,0.7005316666666667,4.500370355131894e-05,0.00454089,1.334647144379429e-05
1,0.242559518,0.70054,5.909314681074695e-05,0.004481376666666666,1.302482373521189e-05
1,0.243342329,0.700541,5.267826876419388e-05,0.004422156666666666,1.370159601408965e-05
1,0.244127666,0.7005529999999999,5.399999999999849e-05,0.004362706666666667,1.289176610605909e-05
1,0.244915538,0.7005636666666666,5.021288015372825e-05,0.004303133333333333,1.254663434285546e-05
1,0.245705953,0.7005793333333333,4.041451884327989e-05,0.00424364,1.324395333727836e-05
1,0.246498918,0.7005816666666668,4.261846235301825e-05,0.004184136666666667,1.240233983300523e-05
1,0.247294443,0.7005846666666667,3.852704677671892e-05,0.004124436666666666,1.273112851766653e-05
1,0.248092535,0.7005946666666666,4.219399641339194e-05,0.00406511,1.256730679183077e-05
1,0.24889320199999998,0.7006053333333333,4.771093515463971e-05,0.004006500000000001,1.263167843162614e-05
1,0.24969645399999998,0.7006146666666666,4.617719494872994e-05,0.003946263333333333,1.250113728159707e-05
1,0.250502298,0.700616,4.176122603562681e-05,0.003887136666666667,1.298891963688032e-05
1,0.251310743,0.700628,3.874274125560712e-05,0.003827963333333333,1.260728493107601e-05
1,0.252121796,0.7006393333333333,3.401960219254777e-05,0.00376788,1.280498730963844e-05
1,0.252935468,0.7006543333333334,3.669241520170075e-05,0.003707766666666666,1.434833207496026e-05
1,0.253751765,0.7006589999999999,4.0037482438334e-05,0.003648563333333334,1.38058405514963e-05
1,0.254570697,0.7006696666666666,4.0501028793558e-05,0.003587963333333333,1.282295337795964e-05
1,0.255392271,0.700678,3.616628264003116e-05,0.003528013333333333,1.346721327273482e-05
1,0.256216497,0.7006913333333333,2.596792893804244e-05,0.003467623333333333,1.394166537158819e-05
